,economically_inactive_student_including_full_time_students,objectid,all_categories_economic_activity,economically_active_employee_part_time,economically_active_employee_full_time,economically_active_self_employed,economically_active_unemployed,economically_active_full_time_student,economically_inactive_retired,cartodb_id,economically_inactive_looking_after_home_or_family,economically_inactive_long_term_sick_or_disabled,economically_inactive_other,unemployed_age_16_to_24,unemployed_age_50_to_74,unemployed_never_worked,long_term_unemployed,full_time_,part_time_,unemployed,retired_pc,lng,lat,the_geom,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00175420,6,171910,139,11,80,16,7,6,0,171910,10,1,2,0,1,2,2,57.55395683453239,7.9136690647482,5.03597122302158,0.0,-0.690157406,52.04261339,0106000020E6100000010000000103000000010000000C000000EB10BD993DF5E5BFCA1FD90284054A401FDC156C79F3E5BFF4D5E86265054A400FC8DB5AC901E6BFBAB0A7F95C054A40BCC253D7BA17E6BFA608FB2848054A40E9FBD2D0231BE6BFE34DFB195C054A40AA91BFB58511E6BF2F7FA9675B054A40A964DEB85418E6BFCBD4379669054A4014F462670D25E6BF03F4CBFD6E054A400B1E4968F032E6BF31D488DD80054A40D622CDB42B27E6BF240D8BA57C054A40FA61747A9420E6BF175B2FA79B054A40EB10BD993DF5E5BFCA1FD90284054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175421,2,171911,134,15,79,7,11,4,2,171911,6,5,3,3,0,1,7,58.955223880597,11.1940298507463,8.208955223880599,1.4925373134328401,-0.6925401940000001,52.04211695,0106000020E6100000010000000103000000010000000C00000014F462670D25E6BF03F4CBFD6E054A406598151F711EE6BF6F2E757B66054A409138604CF61EE6BF35D2005555054A40BA99632E3726E6BF3F08A4924F054A400DCD07C1032AE6BF5F725ECE5E054A40AD4F743F7B2DE6BF939C20584A054A408771FEF65637E6BF7E38500640054A40B9ECF3088F3CE6BF2D757C9852054A40C9A519789A34E6BF80ACF46A6B054A4020B23879D736E6BF613C1D897D054A400B1E4968F032E6BF31D488DD80054A4014F462670D25E6BF03F4CBFD6E054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175426,3,171912,93,7,59,2,5,6,1,171912,2,4,4,1,1,0,2,63.440860215053796,7.526881720430111,5.3763440860215095,1.0752688172043001,-0.6990996759999999,52.04637495,0106000020E61000000100000001030000000100000006000000327BBDAD3559E6BFD295F5CFF9054A404BE26CBE8858E6BFBAD86708DE054A4009D22621595EE6BFD8EC0D74D4054A4006177474C16DE6BFCDD27802E9054A40A4F409775665E6BF64A146C500064A40327BBDAD3559E6BFD295F5CFF9054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175427,12,171913,167,19,83,18,9,8,3,171913,6,5,4,1,1,1,3,49.7005988023952,11.377245508982,5.3892215568862305,1.7964071856287398,-0.697727475,52.046978100000004,0106000020E6100000010000000103000000010000000E0000009A87DA987946E6BF7E63674248064A4066395DF07542E6BF4C7BE4E803064A40A7168794F536E6BF38862EFCEB054A404767A744883AE6BF72355D7EDC054A40A456F6D92A4AE6BFE301A11AE7054A404BE26CBE8858E6BFBAD86708DE054A40327BBDAD3559E6BFD295F5CFF9054A4084ECEEC73C59E6BF43BDE48506064A402EDF021E565DE6BFEAE441E11F064A409BE87172E65BE6BF92B1116625064A4043D7983D4B52E6BFB828D0F319064A408459A51BB557E6BFD49ED3B235064A404564D44E2555E6BF365854543F064A409A87DA987946E6BF7E63674248064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00175424,25,171914,249,31,139,14,14,4,1,171914,10,9,2,4,1,1,6,55.8232931726908,12.4497991967871,5.622489959839361,0.401606425702811,-0.708403983,52.03214055,0106000020E6100000010000000103000000010000000D000000393DEE9B229CE6BFA002D6554C044A409041B1532194E6BF730177301B044A408A13C0FED3A1E6BF6B6BD2F508044A4092221470CDAFE6BF104C9744E8034A40FB55FC36E7B4E6BFAD12CCF40F044A4041C75AA5E3BCE6BFC050C61A06044A405806E24ED7BDE6BFA36E107F48044A401996769D2FB5E6BFA7FFA1BA4E044A40745887E574ABE6BF0389C6EB50044A407D0ED9A8E4A7E6BF0A4BB5BC2F044A404E8147C45CA0E6BFD4DDA58C3A044A40C930C84294A0E6BF01576CAF4E044A40393DEE9B229CE6BFA002D6554C044A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00175425,10,171915,285,36,146,33,7,19,5,171915,16,6,7,0,2,0,1,51.2280701754386,12.6315789473684,2.45614035087719,1.7543859649122802,-0.7063585040000001,52.03610557,0106000020E6100000010000000103000000010000000E00000026172EFB2A9CE6BFA2F3129DC3044A40CE7AEC5609A4E6BF958E0789B6044A40E409FBCBFCA0E6BF379AC4BDAE044A40D52F9F00C697E6BF33CB675EB6044A4081A79CBB278DE6BFC708ECE496044A4047DBCEA10C82E6BFB175D4709C044A405E808BD2AD84E6BF2D7D6A6D8A044A4011281C7FA58EE6BF9CFF3AD882044A400F725EFDCCACE6BF25BA5EDA6D044A403F694077D7AFE6BF73521877A8044A40F509117153B1E6BF92687E63B8044A40A607BDCB6EB2E6BF693368CAD1044A40B2E34534489DE6BF004F46AED5044A4026172EFB2A9CE6BFA2F3129DC3044A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00175428,6,171916,161,10,104,19,5,6,2,171916,3,3,3,1,0,1,3,64.5962732919255,6.211180124223599,3.1055900621117996,1.24223602484472,-0.6968740059999999,52.04567293,0106000020E61000000100000001030000000100000009000000A456F6D92A4AE6BFE301A11AE7054A404767A744883AE6BF72355D7EDC054A40A40447431E3AE6BFC048596FDB054A407ECAD160EE48E6BF6D96B21BBE054A40085B12CF834FE6BFA253938CC9054A40DE91AE86F953E6BFABA4D191BB054A4009D22621595EE6BFD8EC0D74D4054A404BE26CBE8858E6BFBAD86708DE054A40A456F6D92A4AE6BFE301A11AE7054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175429,3,171917,84,8,46,11,4,7,1,171917,2,1,1,1,0,1,1,54.761904761904795,9.52380952380952,4.76190476190476,1.19047619047619,-0.695205043,52.04355463,0106000020E6100000010000000103000000010000000B0000007ECAD160EE48E6BF6D96B21BBE054A400B7316BFA649E6BFFCEABE89A6054A40A45546A7C03AE6BF4E47250E9F054A4020B23879D736E6BF613C1D897D054A40C9A519789A34E6BF80ACF46A6B054A40B9ECF3088F3CE6BF2D757C9852054A40053EDF4BE543E6BF5A47465976054A4010170E00ED51E6BF21012E99B5054A40DE91AE86F953E6BFABA4D191BB054A40085B12CF834FE6BFA253938CC9054A407ECAD160EE48E6BF6D96B21BBE054A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084526,6,172285,223,26,127,18,10,7,12,172285,10,5,2,4,3,0,5,56.9506726457399,11.6591928251121,4.484304932735429,5.38116591928251,-0.778452217,51.99690145,0106000020E6100000010000000103000000010000001000000040BD6BE53EDAE8BF4B2A98BFDAFF494063796CA247E6E8BF0C7A4C87C2FF4940DFA220554DDAE8BFB2DA32969CFF4940948910B123E4E8BF652566EF81FF4940EFEAA3CC8BEAE8BF9B7299F685FF494098321E9A64F3E8BF52FE80055CFF49408A8BA65D37F2E8BF4410A28A71FF494013304DB973F6E8BF1307AB8174FF49404DDC8EB091F1E8BF534120A67AFF494050830B2FF3EFE8BFF8C090149FFF494018B8192402FAE8BF8903B7EFCEFF4940358113608B00E9BF37197C1201004A40E3B00775B3EDE8BF44C87D0BF3FF494045D3D591F0E7E8BF0E5CCBFFDBFF49403C64EA60B0DCE8BF5A75B8ECEDFF494040BD6BE53EDAE8BF4B2A98BFDAFF4940,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084527,12,172286,208,36,108,19,4,2,14,172286,10,3,0,0,1,0,2,51.9230769230769,17.307692307692303,1.92307692307692,6.73076923076923,-0.7822291659999999,51.99732017,0106000020E6100000010000000103000000010000000A00000018B8192402FAE8BF8903B7EFCEFF494050830B2FF3EFE8BFF8C090149FFF49404DDC8EB091F1E8BF534120A67AFF494013304DB973F6E8BF1307AB8174FF4940AD27209DCB08E9BF7236ADAB8AFF49409B1069FA721AE9BF84D83D3089FF4940E5713A21020DE9BFAB1BC0FBD5FF4940CC73B9AF8307E9BF10B532CDD1FF4940B150F0414F05E9BFE847D217DFFF494018B8192402FAE8BF8903B7EFCEFF4940,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084524,6,172287,196,19,85,18,11,4,40,172287,3,5,5,3,3,2,4,43.3673469387755,9.69387755102041,5.6122448979591795,20.4081632653061,-0.769142655,52.00171639,0106000020E6100000010000000103000000010000001100000096F5F2257092E8BF437EA63651004A40DDA55E783198E8BF5AAA15DF2B004A400F5DA5E9F88CE8BF955C484E1C004A4071A28BCAAC91E8BFCDCAE69D12004A40C4BAE1014BA3E8BF25DC0EC4F2FF49406FFDDD0B2BA9E8BF5E2D38890F004A40D4475977B4A5E8BF855A51C118004A40685C5B99ABA1E8BF990221DE2B004A40BBD8CDA997A4E8BFA7EEB37A34004A40BA069B3123AEE8BFF7B06B1D22004A4036754147C9B2E8BF109274D947004A40F6E5D7667B9CE8BF9B2E40EF2C004A409F455D7060A0E8BF8EEDDF6E3B004A40E22EB08D1D99E8BFB69F4DF047004A4021FB3D61FE9FE8BF14E2F22A5B004A4000C082633598E8BF21A42AD781004A4096F5F2257092E8BF437EA63651004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00084525,10,172288,234,33,113,14,8,8,20,172288,10,16,2,1,2,1,1,48.2905982905983,14.102564102564099,3.41880341880342,8.54700854700855,-0.7721864340000001,51.99964195,0106000020E61000000100000001030000000100000008000000D4475977B4A5E8BF855A51C118004A406FFDDD0B2BA9E8BF5E2D38890F004A40C4BAE1014BA3E8BF25DC0EC4F2FF494074CC3B912CB6E8BF24BD2325C8FF4940FB619FDEFFCBE8BFF87671C9E3FF4940596B100B4FC5E8BF40898224FAFF4940685C5B99ABA1E8BF990221DE2B004A40D4475977B4A5E8BF855A51C118004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c1,Achieving Minorities
E00084522,6,172289,284,39,132,27,11,10,46,172289,8,1,4,1,8,0,4,46.478873239436595,13.7323943661972,3.8732394366197203,16.197183098591598,-0.77072369,52.00223713,0106000020E610000001000000010300000001000000160000001E2F362A989FE8BF64D9B2F39C004A4000C082633598E8BF21A42AD781004A4021FB3D61FE9FE8BF14E2F22A5B004A40E22EB08D1D99E8BFB69F4DF047004A409F455D7060A0E8BF8EEDDF6E3B004A40F6E5D7667B9CE8BF9B2E40EF2C004A4036754147C9B2E8BF109274D947004A40BA069B3123AEE8BFF7B06B1D22004A40BBD8CDA997A4E8BFA7EEB37A34004A40685C5B99ABA1E8BF990221DE2B004A40596B100B4FC5E8BF40898224FAFF49407FB97DED7FBBE8BFC44A317314004A40F5F5216201D6E8BF50357CA52A004A40AFB28922CBD0E8BF0D53D22A48004A40FB6685BCF0C9E8BF0E932D436A004A405F124F28DAB9E8BF6611C7045C004A4013F356A83BB4E8BFFD43CC4C69004A40F88AD3712EACE8BFE166CE0D83004A40BA14198C28B4E8BFA2369A8A8D004A407EEA88142DB1E8BF92A8644BB1004A403D55D2E4E4A5E8BF5C76D9238F004A401E2F362A989FE8BF64D9B2F39C004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084523,8,172290,217,33,120,13,10,7,15,172290,6,2,3,2,0,0,5,55.2995391705069,15.2073732718894,4.60829493087558,6.912442396313361,-0.776376055,52.00090338,0106000020E6100000010000000103000000010000000C000000AFB28922CBD0E8BF0D53D22A48004A40F5F5216201D6E8BF50357CA52A004A407FB97DED7FBBE8BFC44A317314004A40596B100B4FC5E8BF40898224FAFF4940FB619FDEFFCBE8BFF87671C9E3FF49404F0BCD0899D0E8BF0CCFD4EEEBFF49405C58223288FAE8BFDFAB56F42A004A406939D82FC7F1E8BFA63C3DC042004A40268852CF8AEFE8BFDD77C08F2C004A406935DB1B06E3E8BF319D495427004A40A0C15FEC21DDE8BFBD4E43C742004A40AFB28922CBD0E8BF0D53D22A48004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00084520,12,172291,365,50,195,43,11,10,20,172291,20,1,3,3,4,1,4,53.4246575342466,13.698630136986301,3.01369863013699,5.479452054794519,-0.7827120670000001,52.00310799,0106000020E610000001000000010300000001000000230000000452859822F2E8BF6947D8ADCB004A4022286AA4B3E8E8BF7516BE1ABF004A4023A868F5E3E9E8BFD22AAEAAAD004A4088B42A1625EFE8BF61444E4B7D004A40E20766C6E1EBE8BF8609C5FB55004A4094FAE8C0DFFFE8BF8963EF9259004A40EFF741A65A06E9BF4D2700233B004A405C58223288FAE8BFDFAB56F42A004A404F0BCD0899D0E8BF0CCFD4EEEBFF494040BD6BE53EDAE8BF4B2A98BFDAFF49403C64EA60B0DCE8BF5A75B8ECEDFF494045D3D591F0E7E8BF0E5CCBFFDBFF4940E3B00775B3EDE8BF44C87D0BF3FF4940358113608B00E9BF37197C1201004A40253E28266B02E9BF99648CD4EAFF4940C21FBF2A0B0CE9BF7A05C7B4E5FF4940A57FFC5A8710E9BFA70556C7FDFF4940AB9C23503F24E9BF523E4774E8FF4940C1CB10E9DD2EE9BFA1D0B460CFFF49403EE39CD4FD36E9BF50A8EC4CD3FF494032CFD0B1F93EE9BFA5EC76DBE4FF49407A51297CF943E9BF73F6A0D9EFFF4940F55D7E1A8040E9BFA93EBB8A38004A4029594AB50055E9BF36469C1A70004A4008CB3DB7BA3DE9BFC80A435F93004A40954B94D78F27E9BF07ACBC916B004A4087E51C0CC922E9BF3CC294A37D004A403602B9D86626E9BFFB43A87884004A40F73B4744A51EE9BF35D39EC694004A405EBF34419B14E9BF145E00D397004A404BC79D77430EE9BF3F6AC38CAE004A40FD5A80D6C2FBE8BF67FED0E1AE004A408D79FB94CEFDE8BF18024F43BA004A405584D2283AF4E8BF37B98AE9CF004A400452859822F2E8BF6947D8ADCB004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084528,11,172292,234,35,125,15,8,8,12,172292,11,7,2,4,1,1,4,53.4188034188034,14.957264957265,3.41880341880342,5.12820512820513,-0.7855741079999999,51.99818772,0106000020E6100000010000000103000000010000000A000000314A4DFB371CE9BFF973A987A0FF494089FDBEC17D25E9BF41944799AFFF49402F0B98E79E33E9BF913209D3A3FF49403CDC94301238E9BF56F048829FFF49403EE39CD4FD36E9BF50A8EC4CD3FF4940C1CB10E9DD2EE9BFA1D0B460CFFF4940AB9C23503F24E9BF523E4774E8FF4940F567412ADD13E9BF208444E8CDFF4940B7CD7FD6A61EE9BF0E2EAE93B4FF4940314A4DFB371CE9BFF973A987A0FF4940,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084529,9,172293,243,33,121,7,11,11,20,172293,12,14,5,3,2,0,5,49.7942386831276,13.580246913580199,4.5267489711934195,8.23045267489712,-0.775608801,51.99710127,0106000020E61000000100000001030000000100000009000000FB619FDEFFCBE8BFF87671C9E3FF494074CC3B912CB6E8BF24BD2325C8FF494083C8F18701CEE8BF737782EA74FF4940948910B123E4E8BF652566EF81FF4940DFA220554DDAE8BFB2DA32969CFF494063796CA247E6E8BF0C7A4C87C2FF494040BD6BE53EDAE8BF4B2A98BFDAFF49404F0BCD0899D0E8BF0CCFD4EEEBFF4940FB619FDEFFCBE8BFF87671C9E3FF4940,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084478,9,172384,196,32,83,14,7,5,33,172384,9,3,1,2,1,0,4,42.3469387755102,16.3265306122449,3.5714285714285694,16.8367346938775,-0.753343243,52.0055611,0106000020E61000000100000001030000000100000011000000BC5C2BE3E921E8BF2A0DEBB8C7004A405D2D8814251CE8BF7C483F3DD5004A403E478756451FE8BFBDC6DFA0E8004A406A556DD8B019E8BFDF297E2CEB004A405A5AB27B010FE8BFEF85FBEBC6004A4061AFC053BC0CE8BF46A38695BE004A4063737D734D14E8BF481FF867B3004A40F5CAC255B70AE8BF45662FA6B5004A40065E3CBF3509E8BFC5C9847691004A407C7820AD2D0AE8BF7EB8F2E38E004A403B3E7DE4880FE8BF0F8A27FD9D004A401F53007A781FE8BFF793F3109D004A4099CD37303029E8BF2434883085004A40469FAF25E82FE8BFCED8785898004A400587B98EFC2EE8BF21451B459D004A409A73E508D829E8BF8C4EB02A9B004A40BC5C2BE3E921E8BF2A0DEBB8C7004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084476,7,172370,188,29,82,10,5,6,41,172370,1,6,1,2,0,0,2,43.61702127659579,15.425531914893599,2.65957446808511,21.808510638297896,-0.742447209,52.00635061,0106000020E61000000100000001030000000100000012000000EB9FAC32A1C7E7BFF4E9EDE2C3004A4021101F2F2CD0E7BF655926C8E2004A404F8351623FD8E7BF2E5EB98BE4004A4048CB778A8ECFE7BF9F482B16EC004A404F7BBBCAFCD6E7BFFB84AE9C03014A40AB0EA91AB8C9E7BF768C6FC90C014A40B34C2AFC5FC4E7BF0F5964EFF7004A40B97DBDA490CDE7BFE7E3F050EF004A40671A810F58CCE7BF2E42AAF9E4004A40BA04952F2CBDE7BFC6EFDEC4F0004A400EBE87C0C2B4E7BFB42D9B14C3004A40B14427A59CADE7BFA91200DE97004A40BBE13E2F67B8E7BFBD455BE693004A40DEE689FBA6BCE7BF137978EEA4004A407630F4C691BEE7BFE7E494BCAD004A40DEA836E7F8C6E7BF1925EC699E004A40551882B7D2C2E7BFDFDE3EF4AA004A40EB9FAC32A1C7E7BFF4E9EDE2C3004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084477,7,172371,180,22,92,15,7,7,12,172371,11,6,1,1,2,0,1,51.1111111111111,12.2222222222222,3.88888888888889,6.66666666666667,-0.759432172,52.00546813,0106000020E6100000010000000103000000010000000900000031058594F653E8BF2E9690D5C9004A4022B9DC65604CE8BFCA8B2074DF004A40BD5898637441E8BF54D8F00DC9004A40F5B204068A44E8BFC9D995AFB2004A40B55BCDEB3744E8BF8522AFA9A2004A4077097ED1374FE8BF7E52A93893004A40DE73BBEF995CE8BF950F0392AC004A4045BDA7E2F154E8BF69908299C6004A4031058594F653E8BF2E9690D5C9004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084474,3,172372,225,34,79,16,11,8,50,172372,10,6,8,4,4,1,3,35.1111111111111,15.1111111111111,4.888888888888889,22.2222222222222,-0.7442544529999999,52.00683752,0106000020E61000000100000001030000000100000015000000ACA61D5E8FD2E7BF028B465AC4004A40524F654BD7D8E7BF80D01C92D2004A4053EEF78D4EDEE7BF2FF565DAC4004A40D48AB7FE63E1E7BFE749604BC3004A40DD38AF817BDCE7BF9089FE10E7004A40699BD49791E0E7BFC3D3DD20F4004A405F4A9C2023D8E7BFC5CEF3CE0E014A4099E2D75C28C5E7BFF35E4A9418014A40BA04952F2CBDE7BFC6EFDEC4F0004A40671A810F58CCE7BF2E42AAF9E4004A40B97DBDA490CDE7BFE7E3F050EF004A40B34C2AFC5FC4E7BF0F5964EFF7004A40AB0EA91AB8C9E7BF768C6FC90C014A404F7BBBCAFCD6E7BFFB84AE9C03014A4048CB778A8ECFE7BF9F482B16EC004A404F8351623FD8E7BF2E5EB98BE4004A4021101F2F2CD0E7BF655926C8E2004A40EB9FAC32A1C7E7BFF4E9EDE2C3004A40551882B7D2C2E7BFDFDE3EF4AA004A40DEA836E7F8C6E7BF1925EC699E004A40ACA61D5E8FD2E7BF028B465AC4004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084475,13,172373,279,45,121,28,10,12,30,172373,8,8,4,4,2,2,2,43.369175627240104,16.1290322580645,3.5842293906809997,10.752688172043,-0.756837932,52.00585702,0106000020E6100000010000000103000000010000000D000000BD5898637441E8BF54D8F00DC9004A4022B9DC65604CE8BFCA8B2074DF004A40204D5311A245E8BF78204A5FF0004A4050CBAACDF739E8BFA2CA88A0D2004A40BE7F4B84FA33E8BF4BB4E965E5004A40C163C3B4CB2DE8BF42AE5D18CB004A4009343031B527E8BF76836854DB004A40BB72C90AF228E8BF1B470A05C8004A400587B98EFC2EE8BF21451B459D004A40469FAF25E82FE8BFCED8785898004A409998BCC62436E8BF18FE83518D004A40F5B204068A44E8BFC9D995AFB2004A40BD5898637441E8BF54D8F00DC9004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084472,3,172374,204,27,91,11,7,2,48,172374,6,7,2,3,2,2,0,44.607843137254896,13.235294117647099,3.43137254901961,23.529411764705895,-0.74612536,52.00810569,0106000020E61000000100000001030000000100000013000000C87EBDD62BE9E7BFC4CFC250C5004A40FF73B678B6E9E7BF6448497FC7004A4074FEA4F2FFE6E7BF6972CE12EA004A407B37183AA5F6E7BF42B3B4D0FB004A40C58EF3DF5AF7E7BF3201E2AC0F014A40854C66AA6DEFE7BF2B1125F101014A40E6EF19175FEBE7BFF4D302CA16014A4096FA4C20A4E8E7BF1379FB090F014A40A79DF87F7FE2E7BF230C991121014A4009D7871AFCDDE7BF4DBE31FC0B014A400C6692882AD3E7BF440B341D31014A406EEF4C7A0ACBE7BFCA98C5E333014A4099E2D75C28C5E7BFF35E4A9418014A405F4A9C2023D8E7BFC5CEF3CE0E014A40699BD49791E0E7BFC3D3DD20F4004A40DD38AF817BDCE7BF9089FE10E7004A40D48AB7FE63E1E7BFE749604BC3004A40CEC7E3E742E4E7BFE355FD46BC004A40C87EBDD62BE9E7BFC4CFC250C5004A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084473,8,172375,244,40,119,15,11,6,31,172375,5,5,4,3,4,1,2,48.7704918032787,16.3934426229508,4.508196721311481,12.704918032786901,-0.755994629,52.00739465,0106000020E6100000010000000103000000010000000B00000009343031B527E8BF76836854DB004A40C163C3B4CB2DE8BF42AE5D18CB004A40BE7F4B84FA33E8BF4BB4E965E5004A4050CBAACDF739E8BFA2CA88A0D2004A40204D5311A245E8BF78204A5FF0004A400F9F8BF50830E8BFD7AB65AB25014A4005D42BD77524E8BFB015D29B44014A40CE0001FD9120E8BF6D564DD51C014A40F29F15E29A2AE8BF5E1F3F0B04014A401364A0525022E8BF98678DEDFC004A4009343031B527E8BF76836854DB004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084470,7,172378,219,28,96,23,9,5,35,172378,5,6,5,1,3,1,3,43.8356164383562,12.785388127853901,4.10958904109589,15.9817351598174,-0.74830552,52.00940027,0106000020E6100000010000000103000000010000000D0000006E9C8BFD32E6E7BF8782848366014A40711D4CE261ECE7BF2A85E72257014A40E6EF19175FEBE7BFF4D302CA16014A40854C66AA6DEFE7BF2B1125F101014A40C58EF3DF5AF7E7BF3201E2AC0F014A40E16A6C0A07FBE7BF840E287F13014A404DAA21D6C104E8BF3EB08D6224014A40EDA43E0C7304E8BF1E7B1FED2D014A40B8C6A660F0F8E7BF2AEDEB4D24014A40519CA01147FCE7BFC3E772D151014A40BD4C77E807F3E7BF89B084114F014A40D42F50311CEDE7BF4818EA826A014A406E9C8BFD32E6E7BF8782848366014A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084471,6,172379,245,25,126,15,12,13,27,172379,7,10,4,3,2,1,7,51.428571428571395,10.2040816326531,4.89795918367347,11.0204081632653,-0.75080922,52.00784706,0106000020E6100000010000000103000000010000000A0000004DAA21D6C104E8BF3EB08D6224014A40E16A6C0A07FBE7BF840E287F13014A40205AA48254FEE7BFA3D68B4CCE004A406E1AC453BA04E8BF8CCC636FD1004A40BC97BDFF3D04E8BF9FDBC6EFE3004A40C4B8B7047F15E8BF3D24354EF2004A401886A867BE0EE8BF596919630B014A405777CC20FB15E8BFC4DC02DE05014A40244DB83A170CE8BFA600E08925014A404DAA21D6C104E8BF3EB08D6224014A40,E06000042,Milton Keynes,E12000008,South East,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00084479,6,172385,208,26,82,16,14,9,36,172385,9,7,3,7,3,1,5,39.4230769230769,12.5,6.73076923076923,17.307692307692303,-0.7448669240000001,52.00478018,0106000020E6100000010000000103000000010000000F00000053EEF78D4EDEE7BF2FF565DAC4004A40524F654BD7D8E7BF80D01C92D2004A40ACA61D5E8FD2E7BF028B465AC4004A40DEA836E7F8C6E7BF1925EC699E004A407630F4C691BEE7BFE7E494BCAD004A40DEE689FBA6BCE7BF137978EEA4004A4022B7A57B61D5E7BFEBF491AE55004A409CEB73ED14E1E7BFB188222462004A4011D3AA483ED8E7BF9CC46CDA85004A40E9BBE4584EDFE7BF5C6AAA0D8A004A409F7F9CECADE9E7BFA7C533B676004A4080008963FAE2E7BFF8C0B56E96004A40CEC7E3E742E4E7BFE355FD46BC004A40D48AB7FE63E1E7BFE749604BC3004A4053EEF78D4EDEE7BF2FF565DAC4004A40,E06000042,Milton Keynes,E12000008,South East,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00084716,1,172455,132,20,54,11,6,4,24,172455,5,6,1,1,1,0,1,40.9090909090909,15.1515151515152,4.545454545454549,18.181818181818198,-0.725944822,52.07688155,0106000020E6100000010000000103000000010000000F000000B23013F8B01EE7BF2E9B9F1CF3094A40F59E36CE7519E7BFAB3CEE619B094A40F27C54770315E7BF283A471E97094A40A69F2AF80B30E7BF6CE6C2E884094A400B0989C35C36E7BF9AA1A5BCA0094A4001E6E4D92834E7BF384F8FDDB6094A4031C0E1EB9E44E7BF46144589C9094A40223661CE4949E7BF4FD020BDBC094A40282103E2194FE7BFD9376857F6094A403F4B7C3BBA44E7BF8551DACBF7094A404F3AB4699C3BE7BF39BAFD91E3094A40690DD3538231E7BFC8F6A8BCFF094A40C139D744AF27E7BFAB10A82FEF094A40292C757A7E20E7BF372E9F82020A4A40B23013F8B01EE7BF2E9B9F1CF3094A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
